,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,top100,top10
829,Be the One,Dua Lipa,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87,202915,4,0,0
830,I Wanna Know,Alesso,0.655,0.818,2,-3.626,1,0.033,0.0842,0.0,0.106,0.474,116,240413,4,0,0
831,Kill Em With Kindness,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120,217907,4,0,0
832,Revival,Selena Gomez,0.684,0.732,1,-4.966,0,0.0862,0.128,0.0,0.184,0.527,125,246400,4,0,0
833,Company,Justin Bieber,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,95,208120,4,0,0
834,All In My Head ,Fifth Harmony,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95,210573,4,0,0
835,Lush Life ,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98,201122,4,0,0
836,Wasted,Tiësto,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112,190014,4,0,0
837,Higher,Taio Cruz,0.528,0.9,8,-4.301,0,0.0759,0.0349,0.0,0.144,0.558,128,188133,4,0,0
838,All Night,Icona Pop,0.6,0.905,1,-3.41,0,0.0357,0.00274,0.0,0.831,0.636,124,187027,4,0,0
839,Dare ,Shakira,0.792,0.73,11,-5.376,1,0.0698,0.0623,2.66e-05,0.089,0.616,128,186507,4,0,0
840,Burnin' Up,Jessie J,0.757,0.814,1,-2.969,0,0.0459,0.0442,3.54e-06,0.687,0.414,124,220547,4,0,0
841,Sorry For Party Rocking,LMFAO,0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,134,203973,4,0,0
842,I'm A Freak,Enrique Iglesias,0.709,0.949,0,-4.155,1,0.0509,0.00296,0.00022,0.26,0.398,129,209700,4,0,0
843,Booty,Jennifer Lopez,0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82,236013,4,0,0
844,Salute,Little Mix,0.663,0.844,2,-3.672,1,0.0487,0.0506,0.0,0.364,0.378,140,195240,4,0,0
845,Do It Like A Dude,Jessie J,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,118,263373,4,0,0
846,Too Good,Drake,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102,228361,4,0,0
847,Sex,Cheat Codes,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,93,251034,4,0,0
848,"i hate u, i love u ",gnash,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92,245227,4,0,0
849,Controlla,Drake,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,108,244453,4,0,0
850,Into You,Ariana Grande,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115,234910,4,0,0
851,Never Be Like You,Flume,0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105,215160,4,0,0
852,Once In a While,Timeflies,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133,212947,4,0,0
853,Pop Style,Drake,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,90,258827,4,0,0
854,Hymn for the Weekend,Coldplay,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103,239465,4,0,0
855,Stay ,Kygo,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,83,187973,4,0,0
856,Treat You Better,Shawn Mendes,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,75,262521,4,0,0
857,Say It,Flume,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,158,173347,4,0,0
858,Wicked,Future,0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,93,237707,4,0,0
859,Capsize,FRENSHIP,0.696,0.81,11,-5.833,0,0.036,0.0597,0.00142,0.302,0.705,120,214010,4,0,0
860,Luh Me Like Dat ,Leeyou & Danceey,0.697,0.7,7,-7.114,0,0.0536,0.479,0.0771,0.207,0.433,126,143214,4,0,0
861,This Is What You Came For,Fly By Midnight,0.386,0.572,2,-9.398,0,0.327,0.431,0.00174,0.0943,0.312,175,237261,4,0,0
862,Raindrops,Moglebaum,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80,219080,4,0,0
863,Location,Khalid,0.727,0.683,11,-6.061,0,0.0369,0.0505,0.00367,0.0891,0.392,110,262938,4,0,0
864,Diseasey,Sälen,0.754,0.628,8,-6.277,1,0.133,0.0267,9.61e-06,0.0896,0.269,140,195114,4,0,0
865,One Night Stand ,B-Brave,0.402,0.68,4,-7.333,0,0.0754,0.388,0.0,0.284,0.309,146,230137,4,0,0
866,For You ,Ridvan,0.457,0.693,8,-4.562,1,0.0395,0.144,0.0192,0.106,0.564,80,207619,4,0,0
867,Love Is Fire,Northern National,0.797,0.642,0,-8.082,1,0.0725,0.0799,1.19e-05,0.371,0.667,114,250387,4,0,0
868,The Getaway,Red Hot Chili Peppers,0.703,0.335,7,-11.545,1,0.0946,0.0617,0.865,0.103,0.0978,120,256000,4,0,0
869,Better Days,Grey Killer,0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39e-05,0.153,0.78,93,203973,4,0,0
870,Money Make Her Smile,Bruno Mars,0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-06,0.0813,0.418,105,228573,4,0,0
871,Moonshine,Bruno Mars,0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,93,237707,4,0,0
872,Capsize,FRENSHIP,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84,210580,4,0,0
873,Please Don't Go,Joel Adams,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90,183414,4,0,0
874,The Ocean ,Mike Perry,0.724,0.904,8,-3.354,0,0.0966,0.0786,0.0,0.226,0.846,91,200813,4,0,0
875,DUELE EL CORAZON ,Enrique Iglesias,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174,193733,4,0,0
876,Don't Mind,Kent Jones,0.68,0.84,9,-3.823,1,0.0415,0.0457,8.38e-06,0.143,0.468,105,213213,4,0,0
877,Me And My Broken Heart,Rixton,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96,211253,4,0,0
878,Ghost,Ella Henderson,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,124,260253,4,0,0
879,Rocketeer,Far East Movement,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,120,269560,4,0,0
880,Born This Way,Lady Gaga,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126,200187,4,0,0
881,All of Me ,John Legend,0.675,0.601,11,-4.733,0,0.116,0.00372,0.0,0.0458,0.931,128,201040,4,0,0
882,Live While We're Young,One Direction,0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127,229149,4,0,0
883,Who's That Chick ? ,David Guetta,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,145,230120,4,0,0
884,Ten Feet Tall,Afrojack,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131,249067,4,0,0
885,Marry You,Bruno Mars,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108,225053,3,0,0
886,Judas,Lady Gaga,0.719,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,125,200880,4,0,0
887,Like I'm Gonna Lose You ,Meghan Trainor,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193,193213,4,0,0
888,Who Dat Girl ,Flo Rida,0.675,0.601,11,-4.733,0,0.116,0.00372,0.0,0.0458,0.931,128,201040,4,0,0
889,Single Ladies ,Beyoncé,0.622,0.881,6,-4.871,0,0.0956,0.0109,0.0,0.348,0.664,128,220813,4,0,0
890,Who's That Chick? ,David Guetta,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,127,202627,4,0,0
891,Finally Found You,Enrique Iglesias,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111,200492,4,0,0
892,Waka Waka ,Shakira,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,99,274213,4,0,0
893,Get Ugly,Jason Derulo,0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165,214320,4,0,0
894,Alejandro,Lady Gaga,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134,161200,4,0,0
895,Here's to Never Growing Up,Avril Lavigne,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125,211377,4,0,0
896,Pour It Up,Rihanna,0.417,0.806,5,-5.339,0,0.16,0.0703,0.00637,0.0841,0.545,128,226773,4,0,0
897,Hard out Here,Lily Allen,0.661,0.733,0,-2.7,0,0.0434,0.0153,0.0,0.0982,0.612,144,220653,4,0,0
898,Beautiful People ,Chris Brown,0.417,0.806,5,-5.339,0,0.16,0.0703,0.00637,0.0841,0.545,128,226773,4,0,0
899,Masterpiece,Jessie J,0.661,0.733,0,-2.7,0,0.0434,0.0153,0.0,0.0982,0.612,144,220653,4,0,0
900,My Songs Know What You Did In The Dark ,Fall Out Boy,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,152,186827,4,0,0
901,Trouble,Iggy Azalea,0.96,0.699,7,-3.804,1,0.132,0.0948,0.0,0.0812,0.673,106,166317,4,0,0
902,She's Kinda Hot,5 Seconds of Summer,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118,216454,4,0,0
903,Do My Thang,Miley Cyrus,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,132,225493,4,0,0
904,Rock N Roll,Avril Lavigne,0.465,0.956,0,-3.34,0,0.128,0.00963,0.000101,0.335,0.665,184,206680,4,0,0
905,Love More,Chris Brown,0.882,0.621,1,-6.652,1,0.0461,0.000463,0.00055,0.0784,0.487,105,189707,4,0,0
906,Something Big,Shawn Mendes,0.695,0.854,7,-3.891,0,0.0431,0.00614,0.0,0.158,0.804,112,161440,4,0,0
907,Whip It! ,LunchMoney Lewis,0.739,0.78,10,-3.942,1,0.143,0.345,0.0,0.0973,0.79,131,242973,4,0,0
908,Break a Sweat,Becky G,0.786,0.7,5,-5.041,0,0.059,0.116,0.000204,0.263,0.65,109,208240,4,0,0
909,Nobody Love,Tori Kelly,0.753,0.709,1,-5.132,0,0.0347,0.00634,0.000896,0.0967,0.572,100,203453,4,0,0
910,Run Away With Me,Carly Rae Jepsen,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119,251320,4,0,0
911,Who's Laughing Now,Jessie J,0.785,0.842,1,-4.017,1,0.182,0.00364,1.94e-05,0.146,0.516,100,234893,4,0,0
912,Up ,Olly Murs,0.692,0.831,9,-5.389,1,0.034,0.0146,0.0,0.103,0.676,115,224294,4,0,0
913,True Love ,P!nk,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192,230733,4,0,0
914,Come Get It Bae,Pharrell Williams,0.934,0.798,0,-5.665,1,0.0849,0.266,4.54e-05,0.0962,0.895,120,201933,4,0,0
915,The Feeling,Justin Bieber,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127,244907,4,0,0
916,Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,102,204280,4,0,0
917,Freedom,Pharrell Williams,0.427,0.558,1,-6.374,0,0.0685,0.395,3.69e-05,0.136,0.605,86,162467,4,0,0
918,Fire N Gold,Bea Miller,0.539,0.869,6,-5.341,1,0.0471,0.00463,0.0,0.324,0.362,144,211573,4,0,0
919,XO,Beyoncé,0.47,0.792,0,-8.932,1,0.26,0.171,1.28e-06,0.313,0.214,170,215947,4,0,0
920,Somebody To You,The Vamps,0.559,0.849,3,-4.676,1,0.0454,0.0854,0.0,0.328,0.759,87,182827,4,0,0
921,No Way No,MAGIC!,0.743,0.733,7,-5.183,0,0.0513,0.104,1.05e-05,0.149,0.807,154,231667,4,0,0
922,The Spark,Afrojack,0.651,0.898,11,-4.942,1,0.0391,0.152,0.0,0.11,0.599,126,240893,4,0,0
923,Rude ,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144,224840,4,0,0
924,Zero,Chris Brown,0.731,0.818,1,-4.564,0,0.0638,0.0517,0.0,0.0743,0.812,121,214600,4,0,0
925,Can't Believe It ,Flo Rida,0.67,0.676,8,-4.725,1,0.037,0.0201,0.0,0.11,0.349,115,265813,4,0,0
926,Next To You ,Chris Brown,0.637,0.664,3,-7.335,0,0.0388,0.0451,8.57e-06,0.0976,0.361,128,263960,4,0,0
927,I Can't Stop Drinking About You,Bebe Rexha,0.592,0.802,10,-3.876,0,0.0531,0.0339,3.18e-06,0.117,0.418,128,240347,4,0,0
928,Warrior,Kesha,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140,221493,4,0,0
929,How to Be a Heartbreaker,MARINA,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,120,278747,4,0,0
930,Adore You,Miley Cyrus,0.819,0.759,10,-4.115,0,0.147,0.0196,6.53e-06,0.0613,0.88,108,269147,4,0,0
931,Watch Out For This ,Major Lazer,0.826,0.793,6,-3.645,0,0.047,0.00518,0.00347,0.05,0.261,120,185973,4,0,0
932,Other Side of Love,Sean Paul,0.699,0.812,6,-5.772,0,0.135,0.00461,0.0161,0.397,0.749,128,217270,4,0,0
933,Wicked Wonderland,Tungevaag,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125,205440,4,0,0
934,Calling ,Sebastian Ingrosso,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120,172053,4,0,0
935,Blah Blah Blah,Kesha,0.558,0.826,5,-3.376,1,0.0574,0.00767,0.0,0.0858,0.406,126,201893,4,0,0
936,Walks Like Rihanna,The Wanted,0.729,0.793,9,-4.716,1,0.0293,0.151,0.0,0.651,0.945,116,209147,4,0,0
937,Hey Porsche,Nelly,0.772,0.7,1,-7.285,1,0.0332,0.00585,0.49,0.0745,0.426,126,202173,4,0,0
938,Changes,Faul & Wad Ad,0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128,222133,4,0,0
939,Shots,LMFAO,0.711,0.508,7,-7.299,1,0.0494,0.0354,0.0,0.141,0.665,98,217800,4,0,0
940,Show Me,Kid Ink,0.698,0.838,4,-5.371,0,0.0499,0.049,0.758,0.0892,0.289,128,236827,4,0,0
941,Tsunami,DVBBS,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,186,319467,4,0,0
942,Can't Be Tamed,Miley Cyrus,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131,264520,4,0,0
943,Partition,Beyoncé,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,188960,4,0,0
944,Marry The Night,Lady Gaga,0.688,0.551,10,-5.496,0,0.031,0.0125,0.229,0.101,0.264,100,202533,4,0,0
945,Since U Been Gone,Kelly Clarkson,0.66,0.9,7,-5.02,1,0.14,0.0403,0.0,0.219,0.591,86,213253,4,0,0
946,Baby Don't Lie,Gwen Stefani,0.594,0.865,1,-2.589,0,0.0263,0.0179,6.6e-06,0.128,0.595,125,232387,4,0,0
947,So Good,B.o.B,0.571,0.805,9,-4.985,0,0.129,0.0106,0.0,0.0864,0.356,136,214853,4,0,0
948,Eenie Meenie,Justin Bieber,0.703,0.852,0,-4.477,0,0.0395,0.0495,0.0,0.0712,0.848,105,224867,4,0,0
949,Turn Around ,Conor Maynard,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127,207760,4,0,0
950,Who Owns My Heart,Miley Cyrus,0.736,0.88,0,-4.323,1,0.0339,0.00711,0.00123,0.301,0.704,128,228867,4,0,0
951,Bumpy Ride,Mohombi,0.811,0.895,5,-4.304,0,0.0608,0.0267,0.0,0.104,0.736,121,233720,4,0,0
952,Back in Time ,Pitbull,0.532,0.812,8,-2.507,1,0.0547,0.021,0.0,0.124,0.207,128,227107,4,0,0
953,This Kiss,Carly Rae Jepsen,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90,195920,4,0,0
954,Venus,Lady Gaga,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,118,196613,4,0,0
955,Just One Last Time ,David Guetta,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100,217707,4,0,0
956,Heathens,Twenty One Pilots,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,105,235827,4,0,0
957,Perfect Strangers,Jonas Blue,0.798,0.876,10,-5.812,0,0.0723,0.169,0.000541,0.106,0.821,122,295082,4,0,0
958,We Don't Talk Anymore ,Charlie Puth,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,93,185360,4,0,0
959,Final Song,MØ,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95,244960,4,0,0
960,That's My Way ,Edi Rock,0.54,0.675,10,-6.449,0,0.0429,0.1,0.0,0.237,0.348,100,169773,4,0,0
961,Cold Water ,Major Lazer,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169,243491,4,0,0
962,Closer,The Chainsmokers,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145,247867,4,0,0
963,Wherever I Go,OneRepublic,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,90,258827,4,0,0
964,Sucker for Pain ,Lil Wayne,0.339,0.707,0,-5.121,0,0.0428,0.0113,0.0,0.337,0.359,174,183808,4,0,0
965,Panda,Desiigner,0.584,0.89,1,-5.941,0,0.0343,0.047,0.814,0.309,0.466,126,199907,4,0,0
966,Hymn for the Weekend ,Coldplay,0.57,0.646,7,-4.748,1,0.0331,0.0412,0.0,0.362,0.485,92,213413,4,0,0
967,New Americana,Halsey,0.673,0.773,6,-5.545,0,0.22,0.0206,0.0,0.12,0.686,132,220749,4,0,0
968,Levels ,Avicii,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,85,318525,4,0,0
969,F**kin' Perfect,P!nk,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126,230747,4,0,0
970,Change Your Life,Iggy Azalea,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,126,228720,4,0,0
971,Same Love ,Macklemore & Ryan Lewis,0.68,0.882,11,-3.883,1,0.236,0.406,0.0,0.241,0.386,98,279307,4,0,0
972,Last Friday Night ,Katy Perry,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190,228640,4,0,0
973,Young Girls,Bruno Mars,0.645,0.726,9,-5.803,0,0.116,0.286,1.62e-06,0.185,0.231,102,197747,4,0,0
974,Moment 4 Life,Nicki Minaj,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,100,181880,4,0,0
975,LUV,Tory Lanez,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,122,195547,4,0,0
976,Cool Girl,Tove Lo,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,100,205947,4,0,0
977,Starving,Hailee Steinfeld,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,134,195707,4,0,0
978,This Girl ,Kungs,0.449,0.635,1,-8.301,1,0.275,0.0413,0.0,0.188,0.608,84,218493,4,0,0
979,Let Me Love You,DJ Snake,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110,207273,4,0,0
980,In the Name of Love,Martin Garrix,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75,193733,4,0,0
981,You & Me,Marc E. Bassy,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,163,215414,4,0,0
982,This One's for You ,David Guetta,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138,192440,4,0,0
983,Miss Movin' On,Fifth Harmony,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,192,210227,4,0,0
984,Just Like Fire ,P!nk,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97,230227,4,0,0
985,My First Kiss ,3OH!3,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164,223080,4,0,0
986,The Greatest,Sia,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148,208733,4,0,0
987,Scars To Your Beautiful,Alessia Cara,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,103,162425,4,0,0
988,Send My Love ,Adele,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,120,219160,4,0,0
989,Mercy,Shawn Mendes,0.576,0.912,9,-3.623,1,0.0403,0.0182,0.0,0.293,0.727,80,261747,4,0,0
990,Let Me Hold You ,Cheat Codes,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100,227880,4,0,0
991,My Way,Calvin Harris,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137,238920,4,0,0
992,Cheers ,Rihanna,0.775,0.76,0,-4.847,0,0.126,0.00573,0.0,0.341,0.766,125,195192,4,0,0
993,"Hold On, We're Going Home",Drake,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127,247615,4,0,0
994,Can't Stop Dancin',Becky G,0.629,0.947,2,-3.982,1,0.156,0.0152,0.0,0.0595,0.347,122,210507,4,0,0
995,SOS,Rihanna,0.368,0.823,2,-6.245,1,0.0804,0.00234,1.91e-06,0.174,0.323,128,195467,4,0,0
996,Welcome To St Tropez ,DJ Antoine,0.775,0.76,0,-4.847,0,0.126,0.00573,0.0,0.341,0.766,125,195192,4,0,0
997,Stereo Love ,Edward Maya,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127,247615,4,0,0
998,Me & My Girls,Selena Gomez,0.629,0.947,2,-3.982,1,0.156,0.0152,0.0,0.0595,0.347,122,210507,4,0,0
999,Years ,Alesso,0.368,0.823,2,-6.245,1,0.0804,0.00234,1.91e-06,0.174,0.323,128,195467,4,0,0
