,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,top100,top10
204,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] ,Lana Del Rey,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126,214912,4,0,0
205,Nightcall,Kavinsky,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91,258413,4,0,0
206,Levels,Nick Jonas,0.432,0.656,5,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199,167693,4,0,0
207,The Heart Wants What It Wants,Selena Gomez,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83,227373,4,0,0
208,How Deep Is Your Love,Calvin Harris,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122,212640,4,0,0
209,Faith,Calvin Harris,0.623,0.957,5,-2.675,1,0.0427,0.235,3.25e-05,0.398,0.535,128,219200,4,0,0
210,Where Are Ü Now ,Jack Ü,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139,250286,4,0,0
211,Open Wide ,Calvin Harris,0.76,0.943,1,-2.703,1,0.0363,0.0698,0.0,0.525,0.686,128,187547,4,0,0
212,Can't Feel My Face,The Weeknd,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,120,277680,3,0,0
213,Earned It ,The Weeknd,0.56,0.719,4,-6.243,0,0.109,0.0166,0.0,0.11,0.21,94,227120,4,0,0
214,Good Thing,Sage The Gemini,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120,225307,4,0,0
215,Daylight,Maroon 5,0.61,0.906,0,-2.117,1,0.0647,0.00416,0.0,0.758,0.294,128,231573,4,0,0
216,Rain Over Me ,Pitbull,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,120,238427,4,0,0
217,Talking Body,Tove Lo,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,100,224573,4,0,0
218,Worth It ,Fifth Harmony,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125,169920,4,0,0
219,One ,Swedish House Mafia,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,128,226987,4,0,0
220,Don't Stop the Party ,Pitbull,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110,250189,4,0,0
221,The Other Side,Jason Derulo,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80,231240,4,0,0
222,The Monster,Eminem,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124,250387,4,0,0
223,We Can't Stop,Miley Cyrus,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120,229813,4,0,0
224,Catch My Breath,Kelly Clarkson,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122,202960,4,0,0
225,Love Somebody,Maroon 5,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,100,263173,4,0,0
226,Raise Your Glass,P!nk,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146,222587,4,0,0
227,What's My Name?,Rihanna,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160,228453,4,0,0
228,Look At Me Now,Chris Brown,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164,217667,4,0,0
229,Down On Me,Jeremih,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120,219973,4,0,0
230,Black and Yellow,Wiz Khalifa,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,90,210960,4,0,0
231,Blow,Kesha,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,120,203867,4,0,0
232,Stereo Hearts ,Gym Class Heroes,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130,199480,4,0,0
233,Dynamite,Taio Cruz,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,150,220707,4,0,0
234,Sexy And I Know It,LMFAO,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,125,226227,4,0,0
235,What the Hell,Avril Lavigne,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,152,235987,4,0,0
236,In The Dark,DEV,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120,196813,4,0,0
237,Headlines,Drake,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175,223053,4,0,0
238,Don't Wanna Go Home,Jason Derulo,0.364,0.841,8,-4.831,1,0.119,0.000402,0.0,0.242,0.0837,100,305840,5,0,0
239,Please Don't Go,Mike Posner,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134,187920,4,0,0
240,Price Tag,Jessie J,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,120,245867,4,0,0
241,She Will,Lil Wayne,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,121,227833,4,0,0
242,All About That Bass,Meghan Trainor,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120,224227,4,0,0
243,Am I Wrong,Nico & Vinz,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,128,222533,4,0,0
244,Rather Be ,Clean Bandit,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,130,214840,4,0,0
245,Love Runs Out,OneRepublic,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,190,231013,4,0,0
246,Summer,Calvin Harris,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.204,123,251987,4,0,0
247,Break Free,Ariana Grande,0.813,0.872,9,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103,171413,4,0,0
248,Animals,Maroon 5,0.589,0.611,0,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76,203107,4,0,0
249,Hideaway,Kiesza,0.529,0.598,7,-7.085,1,0.0403,0.0268,0.0,0.15,0.373,170,225827,4,0,0
250,BO$$,Fifth Harmony,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,115,269667,4,0,0
251,Chains,Nick Jonas,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,152,229573,4,0,0
252,Kid In Love,Shawn Mendes,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,90,175200,4,0,0
253,Uptown Funk ,Mark Ronson,0.575,0.571,11,-9.291,0,0.101,0.597,0.000159,0.108,0.0614,111,155587,4,0,0
254,E.T.,Katy Perry,0.761,0.856,0,-3.65,0,0.0731,0.02,0.0,0.149,0.967,106,185200,4,0,0
255,Demons,Imagine Dragons,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117,242733,4,0,0
256,Everybody Wants To Rule The World ,Lorde,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,108,258987,4,0,0
257,Troublemaker ,Olly Murs,0.426,0.841,1,-3.529,0,0.0546,0.0192,0.0,0.421,0.05,130,204942,4,0,0
258,SexyBack ,Justin Timberlake,0.41,0.743,5,-6.356,0,0.0591,0.0416,0.0,0.113,0.417,176,236253,4,0,0
259,Photograph,Ed Sheeran,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128,251573,4,0,0
260,Never Say Goodbye ,Hardwell,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,138,267653,3,0,0
261,Crawl,Chris Brown,0.666,0.899,8,-4.676,1,0.028,0.00155,0.0,0.0677,0.629,122,186267,4,0,0
262,Beautiful Monster,Ne-Yo,0.665,0.878,6,-4.745,0,0.206,0.00325,0.0,0.0663,0.394,93,319293,4,0,0
263,The Only Exception,Paramore,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97,216773,4,0,0
264,Break Your Heart,Taio Cruz,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120,187133,4,0,0
265,"Airplanes, Pt. II ",B.o.B,0.742,0.642,1,-5.331,0,0.0475,0.0562,2.4e-06,0.34,0.527,128,246227,4,0,0
266,"Hey, Soul Sister",Train,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,118,192790,5,0,0
267,Your Love Is My Drug,Kesha,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126,223800,4,0,0
268,That's My Name,Akcent,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,136,229507,4,0,0
269,Safe And Sound,Capital Cities,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92,224920,4,0,0
270,I Cry,Flo Rida,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,128,215227,4,0,0
271,Feel This Moment ,Pitbull,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,104,224653,4,0,0
272,Girl On Fire,Alicia Keys,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128,231400,4,0,0
273,We Found Love,Rihanna,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,128,206320,4,0,0
274,Danza Kuduro ,Lucenzo & Qwote,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,103,219306,4,0,0
275,Whistle,Flo Rida,0.391,0.745,2,-6.296,1,0.0884,0.0497,0.0,0.329,0.483,78,320161,4,0,0
276,Low ,Flo Rida,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,112,240707,4,0,0
277,Take Me Home ,Cash Cash,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,206,188238,4,0,0
278,Bitch Better Have My Money,Rihanna,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84,172724,4,0,0
279,American Oxygen,Rihanna,0.575,0.192,1,-17.514,1,0.0573,0.992,0.961,0.113,0.417,142,181826,4,0,0
280,Stay,Rihanna,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,134,192670,4,0,0
281,FourFiveSeconds,Rihanna,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,100,167066,4,0,0
282,Stay With Me,Sam Smith,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110,231387,4,0,0
283,I'm Not The Only One,Sam Smith,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120,235493,4,0,0
284,Money On My Mind,Sam Smith,0.54,0.766,4,-5.148,0,0.07,0.000248,0.0,0.641,0.176,99,224400,4,0,0
285,Like I Can,Sam Smith,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135,285040,4,0,0
286,Payphone,Maroon 5,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,105,228293,4,0,0
287,Sugar,Maroon 5,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108,241693,4,0,0
288,This Summer,Maroon 5,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128,203467,4,0,0
289,Someone Like You,Adele,0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52e-06,0.232,0.431,124,202907,4,0,0
290,Rolling in the Deep,Adele,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.097,0.204,76,300747,4,0,0
291,Set Fire to the Rain,Adele,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,79,281560,4,0,0
292,I Will Never Let You Down,Rita Ora,0.252,0.659,5,-5.903,0,0.0626,0.251,0.0,0.112,0.27,190,250267,4,0,0
293,Poison,Rita Ora,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87,231212,4,0,0
294,I See Fire,Ed Sheeran,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120,211800,4,0,0
295,Thinking out Loud,Ed Sheeran,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,127,231693,4,0,0
296,Love Me Like You Do ,Ellie Goulding,0.252,0.659,5,-5.903,0,0.0626,0.251,0.0,0.112,0.27,190,250267,4,0,0
297,Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87,231212,4,0,0
298,Lights ,Ellie Goulding,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120,211800,4,0,0
299,Domino,Jessie J,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,127,231693,4,0,0
300,Bang Bang,Jessie J,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150,199387,4,0,0
301,Cruise,Florida Georgia Line,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148,208960,4,0,0
302,"I Don't Like It, I Love It ",Flo Rida,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118,224258,4,0,0
303,Powerful ,Major Lazer,0.597,0.785,2,-3.962,1,0.044,0.126,0.0,0.15,0.724,97,206920,3,0,0
304,Stay With Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84,172724,4,0,0
305,Rock That Body,Black Eyed Peas,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,125,268840,4,0,0
306,Rude Boy,Rihanna,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,174,222920,4,0,0
307,TiK ToK,Kesha,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120,199693,4,0,0
308,Locked Away ,R. City,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,122,227280,5,0,0
309,Black Magic,Little Mix,0.777,0.895,4,-4.464,1,0.0618,0.0348,0.0,0.317,0.826,112,211773,4,0,0
310,Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128,199080,4,0,0
311,Body on Me ,Rita Ora,0.636,0.741,11,-5.436,0,0.041,0.0132,0.0,0.287,0.53,89,225218,4,0,0
312,Fight Song,Rachel Platten,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,176,204013,4,0,0
313,Marvin Gaye ,Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110,190453,4,0,0
314,Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114,207719,4,0,0
315,Omen ,Disclosure,0.697,0.637,8,-5.87,1,0.126,0.0227,0.0,0.372,0.574,106,231253,4,0,0
316,Here for You ,Kygo,0.68,0.772,10,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105,244510,4,0,0
317,Cool for the Summer,Demi Lovato,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114,214740,4,0,0
318,Beautiful Now,Zedd,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128,218293,4,0,0
319,One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125,197267,4,0,0
320,Hide Away,Daya,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95,192376,4,0,0
321,Alive,Sia,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,100,263520,4,0,0
322,Same Old Love,Selena Gomez,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98,229080,4,0,0
323,Come & Get It,Selena Gomez,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,80,231987,4,0,0
324,Drop It Like It's Hot,Snoop Dogg,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,92,266067,4,0,0
325,Hotline Bling,Drake,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,135,267067,4,0,0
326,Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,150,206880,4,0,0
327,Easy Love,Sigala,0.68,0.942,9,-4.21,1,0.0628,0.175,0.0013,0.117,0.65,124,229813,4,0,0
328,Ain't Nobody ,Felix Jaehn,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,128,230613,4,0,0
329,Waiting For Love,Avicii,0.639,0.843,5,-3.393,1,0.0334,0.0386,0.0829,0.108,0.317,135,206067,4,0,0
330,For A Better Day,Avicii,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,86,192560,4,0,0
331,Hey Mama ,David Guetta,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,146,190186,4,0,0
332,GDFR ,Flo Rida,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122,257840,4,0,0
333,Counting Stars,OneRepublic,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80,229526,4,0,0
334,See You Again ,Wiz Khalifa,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,128,226987,4,0,0
335,The Other Side ,Jason Derulo,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,175,292587,4,0,0
336,Perfect Timing,Jason Derulo,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,115,219733,4,0,0
337,Waiting All Night ,Rudimental,0.536,0.696,3,-4.888,0,0.0492,0.0325,3.51e-05,0.12,0.325,141,236733,4,0,0
338,I Cant Fight This Feeling ,Arjun Kaul,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128,211920,4,0,0
339,Wings,Little Mix,0.742,0.706,0,-4.6,0,0.0433,0.0141,0.00568,0.133,0.478,128,230747,4,0,0
340,DNA,Little Mix,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,113,251989,4,0,0
341,Die Young,Kesha,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176,228360,4,0,0
342,Crazy Kids,Kesha,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,114,236053,4,0,0
343,I Don't Mind ,Usher,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,132,257573,4,0,0
344,Centuries,Fall Out Boy,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,162,210613,4,0,0
345,Young And Beautiful,Lana Del Rey,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130,257200,4,0,0
346,High By The Beach,Lana Del Rey,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126,154435,5,0,0
347,Big Girls Cry,Sia,0.383,0.781,7,-4.416,0,0.0519,0.0348,0.0,0.109,0.189,148,247440,4,0,0
348,Elastic Heart,Sia,0.702,0.781,0,-4.081,1,0.03,0.433,0.0,0.135,0.382,103,286322,4,0,0
349,How Long Will I Love You ,Ellie Goulding,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120,211800,4,0,0
350,Figure 8,Ellie Goulding,0.292,0.678,10,-5.595,1,0.0724,0.192,0.0,0.146,0.365,87,220403,4,0,0
351,Anything Could Happen,Ellie Goulding,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,100,230333,4,0,0
352,Lights ,Ellie Goulding,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98,229080,4,0,0
353,FOOLS,Troye Sivan,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,110,292593,4,0,0
354,In the Dark ,Tiësto feat. Christian Burns,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,100,224573,4,0,0
355,Perfect,One Direction,0.793,0.774,0,-3.667,0,0.0478,0.156,0.0,0.193,0.547,114,202307,4,0,0
356,Same Old Love,Selena Gomez,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128,212960,4,0,0
357,Downtown ,Macklemore & Ryan Lewis,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150,199387,4,0,0
358,Worth It ,Fifth Harmony,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120,189960,4,0,0
359,Fun ,Pitbull,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126,230747,4,0,0
360,Blame ,Calvin Harris,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,134,192670,4,0,0
361,Bang Bang,Jessie J,0.727,0.827,6,-3.109,1,0.0627,0.119,0.0,0.825,0.681,128,203920,4,0,0
362,Maps,Maroon 5,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,132,215693,4,0,0
363,Last Friday Night ,Katy Perry,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100,223187,4,0,0
364,Money On My Mind,Sam Smith,0.671,0.876,6,-6.034,1,0.239,0.266,0.0,0.444,0.8,100,211360,4,0,0
365,Good Time ,INNA,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,158,295493,4,0,0
366,You Make Me Feel... ,Cobra Starship,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98,176561,4,0,0
367,Stole the Show,Kygo,0.763,0.61,5,-8.094,0,0.0355,0.275,2.71e-05,0.12,0.392,121,138013,4,0,0
368,Focus,Ariana Grande,0.319,0.846,6,-6.109,1,0.0796,0.0103,4.11e-05,0.475,0.0784,139,213019,4,0,0
369,Hello,Adele,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161,254027,4,0,0
370,Lean On ,Major Lazer,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171,326467,4,0,0
371,Are You With Me ,Lost Frequencies,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113,203787,4,0,0
372,Runnin' ,Naughty Boy,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,101,229867,4,0,0
373,Survivor,Destiny's Child,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,113,182627,4,0,0
374,Lose Yourself ,Eminem,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,130,179640,4,0,0
375,"One, Two Step ",Ciara,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,78,244507,4,0,0
376,Run It!,Chris Brown,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,112,182066,4,0,0
377,Milkshake ,Kelis,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,101,267267,4,0,0
378,I Kissed A Girl,Katy Perry,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,72,213760,4,0,0
379,Complicated,Avril Lavigne,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118,228707,3,0,0
380,Crazy,Gnarls Barkley,0.653,0.604,8,-6.017,1,0.0278,0.0292,0.0,0.097,0.101,118,184400,4,0,0
381,Rock Your Body,Justin Timberlake,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,80,261640,4,0,0
382,Rehab,Amy Winehouse,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95,206200,4,0,0
383,If I Ain't Got You,Alicia Keys,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90,253813,4,0,0
384,Apologize,Timbaland,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,95,237493,4,0,0
385,Halo,Beyoncé,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140,221933,4,0,0
386,This Love,Maroon 5,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,125,204640,4,0,0
387,No One,Alicia Keys,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,100,192213,4,0,0
388,A Thousand Miles,Vanessa Carlton,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,118,284733,4,0,0
389,Crank That ,Soulja Boy,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,160,338853,4,0,0
390,Right Round,Flo Rida,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130,225373,4,0,0
391,Me & U,Cassie,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120,278573,4,0,0
392,American Boy ,Estelle,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96,202067,4,0,0
393,Live Your Life ,T.I.,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,174,276920,4,0,0
394,Beautiful Girls,Sean Kingston,0.772,0.68,11,-5.881,0,0.224,0.277,1.17e-05,0.682,0.807,120,276160,4,0,0
395,Forever,Chris Brown,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123,189413,4,0,0
396,Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96,202067,4,0,0
397,Empire State Of Mind,JAY-Z,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,174,276920,4,0,0
398,My Love,Justin Timberlake,0.772,0.68,11,-5.881,0,0.224,0.277,1.17e-05,0.682,0.807,120,276160,4,0,0
399,Prayer in C ,Lilly Wood and The Prick,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123,189413,4,0,0
400,Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,80,163133,4,0,0
401,All My Love ,Major Lazer,0.435,0.891,2,-3.907,0,0.178,0.0399,0.0,0.187,0.437,115,229751,4,0,0
402,BO$$,Fifth Harmony,0.813,0.872,9,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103,171413,4,0,0
403,You Know You Like It,DJ Snake,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196,247267,4,0,0
404,Ayo,Chris Brown,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98,225227,4,0,0
405,Billionaire ,Travie McCoy,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,87,211160,4,0,0
406,Flicker ,Lorde,0.585,0.61,1,-8.388,1,0.0353,0.103,0.000314,0.113,0.0597,95,232507,4,0,0
407,Feelings,Maroon 5,0.693,0.727,10,-5.364,0,0.0749,0.00365,0.0,0.0576,0.746,122,194773,4,0,0
408,Impossible,James Arthur,0.376,0.696,0,-4.785,0,0.0949,0.141,0.0,0.11,0.303,170,209440,4,0,0
409,Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148,222093,4,0,0
410,Sledgehammer,Fifth Harmony,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,100,230907,4,0,0
411,Guts Over Fear,Eminem,0.655,0.859,10,-4.277,0,0.221,0.328,0.0,0.248,0.525,140,300387,4,0,0
