,track,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top100,top10,1,2,3,4,5,6,7,8,9,10,11
148,Addicted To You,Avicii,0.754,0.715,-4.434,0,0.0525,0.0822,0.0,0.0891,0.405,100,252613,0,0,0,0,0,0,1,0,0,0,0,0,0
149,It’s My Birthday,will.i.am,0.772,0.685,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130,283400,0,0,0,0,0,0,1,0,0,0,0,0,0
150,Scream & Shout,will.i.am,0.758,0.6859999999999999,-6.346,1,0.0792,0.0848,0.0012699999999999999,0.142,0.444,130,230907,0,0,0,0,0,0,0,0,0,0,0,0,1
151,On The Floor ,Jennifer Lopez,0.581,0.963,-4.087,1,0.0981,0.0295,0.0,0.139,0.7879999999999999,130,204160,0,0,0,0,0,0,0,0,0,0,0,0,1
152,Timber ,Pitbull,0.66,0.685,-6.6579999999999995,1,0.0477,0.0165,0.0,0.442,0.32,120,203160,0,0,0,1,0,0,0,0,0,0,0,0,0
153,Wild Wild Love ,Pitbull,0.5920000000000001,0.935,-4.317,0,0.0581,0.008790000000000001,0.0154,0.132,0.5670000000000001,125,222520,0,0,0,0,0,0,0,1,0,0,0,0,0
154,We Are One ,Pitbull,0.894,0.7909999999999999,-4.699,1,0.11199999999999999,0.0183,0.0,0.0388,0.583,105,250373,0,0,0,1,0,0,0,0,0,0,0,0,0
155,Yeah! ,Usher,0.7809999999999999,0.745,-5.81,0,0.0332,0.198,1.1400000000000001e-05,0.36,0.326,130,269493,0,0,0,0,0,1,0,0,0,0,0,0,0
156,OMG,Usher,0.703,0.73,-3.595,0,0.106,0.18899999999999997,1.4800000000000002e-05,0.21100000000000002,0.589,128,224200,0,0,0,0,0,0,1,0,0,0,0,0,0
157,Braveheart,Neon Jungle,0.8690000000000001,0.794,-6.191,1,0.0984,0.0303,3.81e-06,0.07,0.6559999999999999,128,367413,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Don’t Stop The Party,Black Eyed Peas,0.684,0.659,-7.6979999999999995,0,0.147,0.0284,0.00381,0.0703,0.28,130,329440,0,0,0,0,0,1,0,0,0,0,0,0,0
159,Do It Like This,Black Eyed Peas,0.912,0.716,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,95,199938,0,0,0,0,0,0,0,0,0,0,0,1,0
160,Fancy,Iggy Azalea,0.621,0.9470000000000001,-4.854,1,0.14400000000000002,0.052000000000000005,0.0,0.0812,0.8109999999999999,100,192053,0,0,0,0,0,0,0,0,0,0,0,0,0
161,On Top Of The World,Imagine Dragons,0.6729999999999999,0.902,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.5379999999999999,100,194240,0,0,0,1,0,0,0,0,0,0,0,0,0
162,Best Day Of My Life,American Authors,0.679,0.715,-6.382999999999999,1,0.0407,0.0755,0.0,0.271,0.5710000000000001,127,214148,0,0,0,0,0,0,0,0,0,0,1,0,0
163,Pompeii,Bastille,0.44799999999999995,0.784,-3.6860000000000004,1,0.0627,0.106,0.00010800000000000001,0.6679999999999999,0.23600000000000002,136,186813,0,0,0,0,0,0,0,0,0,0,1,0,0
164,Radioactive,Imagine Dragons,0.711,0.9059999999999999,-2.6710000000000003,1,0.0284,0.00952,1.64e-05,0.153,0.8240000000000001,126,157153,0,0,0,0,0,0,0,0,0,1,0,0,0
165,I Love It,Icona Pop,0.794,0.8109999999999999,-8.966000000000001,0,0.038,0.0426,1.07e-06,0.10099999999999999,0.862,116,248413,0,0,0,0,0,0,0,1,0,0,0,0,0
166,Get Lucky ,Daft Punk,0.75,0.727,-4.21,0,0.142,0.0189,0.0,0.266,0.359,130,262173,0,0,0,0,0,0,1,0,0,0,0,0,0
167,Party Rock Anthem,LMFAO,0.7659999999999999,0.682,-5.02,1,0.0419,0.0113,0.00016,0.10400000000000001,0.833,128,243533,0,0,1,0,0,0,0,0,0,0,0,0,0
168,S&M,Rihanna,0.853,0.599,-4.756,1,0.0411,0.0033399999999999997,7.93e-06,0.0759,0.843,120,263827,0,0,0,0,0,0,0,0,1,0,0,0,0
169,Blurred Lines,Robin Thicke,0.611,0.6970000000000001,-8.618,1,0.133,0.0193,0.0,0.332,0.47600000000000003,123,320357,0,0,0,1,0,0,0,0,0,0,0,0,0
170,One More Time,Daft Punk,0.647,0.8220000000000001,-4.662,0,0.183,0.21899999999999997,0.0,0.0908,0.9620000000000001,160,232720,0,0,0,0,0,0,1,0,0,0,0,0,0
171,Happy,Pharrell Williams,0.674,0.428,-9.504,1,0.122,0.121,0.0,0.132,0.337,85,190185,0,0,0,0,0,0,0,0,1,0,0,0,0
172,Royals,Lorde,0.612,0.807,-2.81,1,0.0336,0.0495,0.0177,0.10099999999999999,0.39799999999999996,124,240400,0,0,0,0,0,0,0,0,0,0,0,1,0
173,Don't You Worry Child ,Swedish House Mafia,0.574,0.512,-6.664,0,0.0503,0.23399999999999999,0.0,0.0946,0.512,77,484147,0,0,0,0,0,0,1,0,0,0,0,0,0
174,Sweater Weather,The Neighbourhood,0.8740000000000001,0.6920000000000001,-5.28,0,0.0431,0.0412,7.240000000000001e-05,0.324,0.937,116,178560,0,0,0,0,0,0,1,0,0,0,0,0,0
175,Mirrors,Justin Timberlake,0.608,0.86,-5.324,0,0.0554,0.0991,0.0,0.262,0.43700000000000006,127,232947,0,0,0,0,0,0,1,0,0,0,0,0,0
176,Treasure,Bruno Mars,0.747,0.937,-5.746,1,0.0453,0.0208,0.0,0.29,0.7390000000000001,104,224653,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Wild Ones ,Flo Rida,0.706,0.89,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128,248133,0,0,1,0,0,0,0,0,0,0,0,0,0
178,Whistle,Flo Rida,0.637,0.955,-1.6909999999999998,0,0.11199999999999999,0.106,0.0,0.42200000000000004,0.613,128,169557,0,0,0,0,0,0,0,0,1,0,0,0,0
179,Good Feeling,Flo Rida,0.657,0.8270000000000001,-4.0360000000000005,1,0.0734,0.000704,0.00534,0.065,0.69,146,190186,0,0,0,0,0,0,1,0,0,0,0,0,0
180,How I Feel,Flo Rida,0.698,0.813,-5.171,1,0.0395,0.006809999999999999,3.18e-05,0.10300000000000001,0.355,150,236773,0,0,1,0,0,0,0,0,0,0,0,0,0
181,GDFR ,Flo Rida,0.6679999999999999,0.718,-4.736000000000001,0,0.0605,0.0165,0.0,0.10400000000000001,0.345,92,192200,0,0,1,0,0,0,0,0,0,0,0,0,0
182,Hangover,PSY,0.561,0.836,-3.9389999999999996,1,0.1,0.0525,0.0,0.136,0.517,128,226987,0,0,0,0,0,0,0,0,0,0,1,0,0
183,It Girl,Jason Derulo,0.778,0.7759999999999999,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127,247615,0,0,0,0,0,0,0,0,0,0,1,0,0
184,The Other Side,Jason Derulo,0.738,0.804,-3.8510000000000004,1,0.0621,0.332,0.0,0.27899999999999997,0.9490000000000001,175,190213,0,0,0,0,0,0,0,0,0,0,0,0,1
185,Timber ,Pitbull,0.742,0.642,-5.331,0,0.0475,0.0562,2.4e-06,0.34,0.527,128,246227,0,0,1,0,0,0,0,0,0,0,0,0,0
186,Stereo Love ,Edward Maya,0.61,0.841,-4.579,0,0.0692,0.055999999999999994,9.85e-06,0.11800000000000001,0.431,127,198187,0,0,0,0,0,0,0,0,1,0,0,0,0
187,The Lazy Song,Bruno Mars,0.636,0.732,-6.209,0,0.0962,0.242,0.0,0.498,0.679,128,198800,0,0,0,0,0,0,0,0,1,0,0,0,0
188,That's my name,Akcent,0.7390000000000001,0.7859999999999999,-4.98,0,0.11199999999999999,0.175,0.0,0.708,0.528,129,238613,0,0,0,0,0,0,0,0,0,0,1,0,0
189,Glad You Came,The Wanted,0.5529999999999999,0.937,-4.056,1,0.12,0.0055899999999999995,0.0,0.363,0.5479999999999999,104,205400,0,0,0,0,0,0,0,0,0,0,0,0,1
190,Chasing The Sun,The Wanted,0.7809999999999999,0.853,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110,250189,0,0,1,0,0,0,0,0,0,0,0,0,0
191,I Found You,The Wanted,0.45899999999999996,0.899,-2.978,1,0.21,0.0038,0.0,0.126,0.43700000000000006,176,272417,0,0,0,1,0,0,0,0,0,0,0,0,0
192,We Own The Night,The Wanted,0.743,0.948,-4.445,0,0.0893,0.122,0.0,0.11199999999999999,0.614,130,312987,0,0,0,0,0,0,0,0,0,0,0,0,0
193,The Monster,Eminem,0.8320000000000001,0.87,-4.2,0,0.16699999999999998,0.267,0.0,0.41200000000000003,0.5660000000000001,138,240747,0,0,0,0,0,0,0,0,0,1,0,0,0
194,Angel,Akon,0.565,0.867,-2.503,1,0.0318,0.0571,0.0,0.177,0.325,126,215227,0,0,0,1,0,0,0,0,0,0,0,0,0
195,E.T. ,Katy Perry,0.62,0.8690000000000001,-5.252000000000001,1,0.175,0.0181,0.0,0.369,0.76,152,229573,0,0,1,0,0,0,0,0,0,0,0,0,0
196,DJ Got Us Fallin' In Love,Usher,0.6629999999999999,0.861,-3.398,0,0.109,0.0338,0.0,0.08199999999999999,0.654,120,220800,0,0,0,0,0,0,0,0,1,0,0,0,0
197,Dark Horse,Katy Perry,0.645,0.585,-6.122000000000001,1,0.0513,0.00314,0.0,0.165,0.353,132,215672,0,0,0,0,0,0,0,1,0,0,0,0,0
198,This Is Love,will.i.am,0.535,0.7959999999999999,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,129,279027,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Superlove ,Avicii,0.7290000000000001,0.955,-6.87,0,0.113,0.136,0.9179999999999999,0.0841,0.8959999999999999,128,322515,0,0,0,0,0,0,0,0,0,0,1,0,0
200,Fade Into Darkness,Avicii,0.556,0.885,-4.045,1,0.0321,0.007859999999999999,1.95e-06,0.138,0.7709999999999999,126,198133,0,0,0,0,0,0,0,1,0,0,0,0,0
201,Save The World,Swedish House Mafia,0.507,0.665,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,127,213338,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Gettin' Over You ,David Guetta,0.62,0.87,-6.52,0,0.0868,0.149,0.0,0.0705,0.513,130,187427,0,0,0,0,0,0,0,0,0,0,0,1,0
203,Without You ,David Guetta,0.608,0.614,-3.727,1,0.0285,0.22699999999999998,3.82e-06,0.157,0.402,128,208133,0,0,0,1,0,0,0,0,0,0,0,0,0
204,Let's Go ,Calvin Harris,0.71,0.882,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128,232800,0,0,0,0,0,1,0,0,0,0,0,0,0
205,Clarity,Zedd,0.509,0.7809999999999999,-3.48,1,0.07200000000000001,0.0398,0.0,0.0749,0.17600000000000002,128,271427,0,0,0,0,0,0,0,0,0,1,0,0,0
206,I Could Be The One ,Avicii,0.509,0.79,-3.782,0,0.0374,0.332,6.670000000000001e-05,0.316,0.638,128,208320,0,0,0,0,0,0,0,1,0,0,0,0,0
207,Welcome To St. Tropez ,DJ Antoine,0.775,0.76,-4.8469999999999995,0,0.126,0.00573,0.0,0.341,0.7659999999999999,125,195192,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Don't,Ed Sheeran,0.813,0.627,-5.018,0,0.0486,0.076,0.000616,0.131,0.8009999999999999,130,195853,0,0,0,0,0,0,0,0,0,0,0,0,1
209,Sexy Bitch ,David Guetta,0.733,0.71,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,128,239600,0,0,0,0,0,0,1,0,0,0,0,0,0
210,Pumped Up Kicks,Foster The People,0.509,0.48200000000000004,-6.965,1,0.17600000000000002,0.0186,0.0,0.23800000000000002,0.301,101,211512,0,0,0,0,0,0,0,0,1,0,0,0,0
211,L.A.LOVE ,Fergie,0.491,0.589,-9.058,0,0.0356,0.00164,0.39799999999999996,0.198,0.134,117,271307,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Silhouettes ,Of Monsters and Men,0.42100000000000004,0.7909999999999999,-4.998,1,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130,257200,0,0,0,0,0,0,0,0,0,0,1,0,0
213,Elastic Heart ,Sia,0.7120000000000001,0.922,-3.9019999999999997,0,0.0411,0.00266,1.9e-06,0.268,0.976,126,231625,0,0,0,0,0,0,0,1,0,0,0,0,0
214,Mmm Yeah,Austin Mahone,0.632,0.784,-7.457000000000001,1,0.0393,0.000157,3.6e-05,0.037000000000000005,0.278,100,203344,0,0,0,1,0,0,0,0,0,0,0,0,0
215,Stay High ,Tove Lo,0.856,0.609,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,115,269667,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Uptown Funk ,Mark Ronson,0.573,0.495,-7.245,0,0.5920000000000001,0.405,0.0,0.0969,0.255,179,312027,0,0,0,0,0,0,0,0,0,1,0,0,0
217,Don't Wake Me Up,Chris Brown,0.614,0.812,-5.849,0,0.0416,0.263,1.1400000000000001e-05,0.102,0.726,120,331324,0,0,0,0,0,0,0,0,1,0,0,0,0
218,Only,Nicki Minaj,0.742,0.713,-5.522,0,0.0303,0.0205,0.0,0.059000000000000004,0.879,120,189960,0,0,1,0,0,0,0,0,0,0,0,0,0
219,Froot,MARINA,0.64,0.7759999999999999,-6.511,1,0.0271,0.0202,5.75e-06,0.13,0.37,117,226131,0,0,0,0,0,0,0,0,0,0,1,0,0
220,Maps,Maroon 5,0.7290000000000001,0.7559999999999999,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,105,228293,0,0,0,0,0,0,0,0,0,1,0,0,0
221,Back to Home,Tristan Prettyman,0.5720000000000001,0.499,-5.237,1,0.0311,0.0283,0.0,0.213,0.10800000000000001,102,237248,0,0,0,1,0,0,0,0,0,0,0,0,0
222,Rolling In The Deep,Adele,0.503,0.748,-4.124,1,0.0619,0.0305,0.0,0.34299999999999997,0.35600000000000004,126,210013,0,0,0,0,0,0,1,0,0,0,0,0,0
223,Amnesia,5 Seconds of Summer,0.635,0.691,-4.862,1,0.258,0.555,0.0,0.09699999999999999,0.638,82,217419,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Ain't It Fun,Paramore,0.527,0.835,-5.297999999999999,1,0.0433,0.0166,0.0,0.249,0.654,126,176658,0,0,0,0,0,0,0,1,0,0,0,0,0
225,You're The One That I Want,Lo-Fang,0.491,0.885,-4.121,1,0.0395,0.0021899999999999997,0.0,0.0741,0.6409999999999999,167,245467,0,0,0,0,1,0,0,0,0,0,0,0,0
226,Heroes ,Alesso,0.505,0.71,-3.015,1,0.0321,0.19,0.00025,0.32899999999999996,0.428,90,175200,0,0,0,0,1,0,0,0,0,0,0,0,0
227,Trumpets,Jason Derulo,0.8640000000000001,0.495,-7.0360000000000005,1,0.037000000000000005,0.591,0.000133,0.0992,0.72,129,244973,0,0,0,0,0,0,0,0,0,0,0,0,0
228,The Days,Avicii,0.537,0.759,-5.622000000000001,1,0.0444,0.0267,0.0,0.0947,0.377,128,203307,0,0,0,0,1,0,0,0,0,0,0,0,0
229,Superheroes,The Script,0.754,0.804,-3.177,1,0.0853,0.0033200000000000005,0.0,0.0329,0.818,120,203867,0,0,0,0,0,1,0,0,0,0,0,0,0
230,Somebody That I Used To Know,Gotye,0.775,0.825,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139,182667,0,0,0,0,0,0,0,0,1,0,0,0,0
231,Find You,Zedd,0.6920000000000001,0.711,-7.497999999999999,0,0.0317,0.225,0.0,0.12,0.875,125,216933,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Dynamite,Taio Cruz,0.743,0.8759999999999999,-4.228,0,0.0333,0.000746,0.0017699999999999999,0.215,0.423,125,218480,0,0,0,0,0,0,0,0,0,0,1,0,0
233,Lips Are Movin,Meghan Trainor,0.466,0.747,-4.838,0,0.0795,0.41700000000000004,9.76e-06,0.107,0.43,92,203641,0,0,0,0,0,1,0,0,0,0,0,0,0
234,Sweet Dreams ,Eurythmics,0.7490000000000001,0.925,-5.034,1,0.22699999999999998,0.24100000000000002,0.0,0.52,0.6409999999999999,87,263373,0,0,0,0,0,0,0,0,0,0,0,1,0
235,Rise Up ,Yves Larock feat. Jaba,0.5720000000000001,0.81,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126,214912,0,0,1,0,0,0,0,0,0,0,0,0,0
236,L.A.LOVE ,Fergie,0.67,0.47600000000000003,-6.252999999999999,0,0.0406,0.32799999999999996,0.0,0.10400000000000001,0.235,97,231907,0,0,0,0,0,0,0,0,0,0,1,0,0
237,Dangerous ,David Guetta,0.688,0.723,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140,209187,0,0,0,0,0,0,0,1,0,0,0,0,0
238,Pompeii,Bastille,0.615,0.711,-5.507000000000001,1,0.0779,0.0444,0.0,0.145,0.711,144,221253,0,0,0,0,0,0,0,0,0,0,0,0,1
239,Break Free,Ariana Grande,0.5529999999999999,0.657,-8.219,1,0.0405,0.335,0.000648,0.228,0.555,108,192707,0,0,1,0,0,0,0,0,0,0,0,0,0
240,Talk Dirty ,Jason Derulo,0.606,0.9490000000000001,-2.7489999999999997,0,0.0414,0.015,2.7600000000000003e-05,0.109,0.436,120,232227,0,0,0,0,0,0,0,0,1,0,0,0,0
241,Radioactive,Imagine Dragons,0.9640000000000001,0.605,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.6459999999999999,130,260240,0,0,0,0,0,0,0,0,0,0,1,0,0
242,Whatcha Say,Jason Derulo,0.747,0.716,-2.457,0,0.075,0.135,0.0,0.251,0.7509999999999999,125,210627,0,0,0,0,0,0,0,0,0,0,0,0,1
243,I Bet My Life,Imagine Dragons,0.728,0.858,-3.6860000000000004,1,0.0609,0.0403,4.26e-06,0.0241,0.591,125,205640,0,0,0,0,0,0,0,0,0,0,1,0,0
244,Pray to God ,Calvin Harris,0.691,0.9209999999999999,-1.702,0,0.0535,0.174,0.0,0.331,0.802,130,201000,0,0,0,0,0,0,0,0,0,1,0,0,0
245,Anaconda,Nicki Minaj,0.813,0.732,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130,195987,0,0,0,0,0,0,0,0,1,0,0,0,0
246,Pound The Alarm,Nicki Minaj,0.627,0.878,-4.772,0,0.172,0.076,1.29e-05,0.32299999999999995,0.377,126,214040,0,0,0,0,0,0,0,1,0,0,0,0,0
247,Play Hard ,David Guetta,0.585,0.84,-3.3489999999999998,0,0.0957,0.155,0.0,0.638,0.149,150,229627,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Sweat ,Snoop Dogg,0.738,0.868,-3.363,1,0.0703,0.000907,0.000215,0.275,0.37799999999999995,112,245140,0,0,1,0,0,0,0,0,0,0,0,0,0
249,Heroes ,Alesso,0.47200000000000003,0.7140000000000001,-4.388999999999999,0,0.0334,0.00937,0.0,0.0764,0.24,99,236133,0,0,1,0,0,0,0,0,0,0,0,0,0
250,Welcome to the Jungle ,Neon Jungle,0.66,0.805,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103,193920,0,0,1,0,0,0,0,0,0,0,0,0,0
251,Danger,BTS,0.867,0.857,-5.892,1,0.0663,0.13,0.0017100000000000001,0.13,0.402,130,251440,0,0,0,0,0,0,0,0,0,0,1,0,0
252,Love Me Harder,Ariana Grande,0.703,0.684,-6.532,1,0.0778,0.00164,0.00037799999999999997,0.0744,0.217,126,346930,0,0,0,0,0,0,0,0,0,1,0,0,0
253,Boom Boom Pow,Black Eyed Peas,0.594,0.841,-5.792000000000001,1,0.102,0.00023799999999999998,2.22e-06,0.156,0.643,130,227973,0,0,1,0,0,0,0,0,0,0,0,0,0
254,Wild One Two ,Jack Back,0.888,0.833,-4.381,0,0.0912,0.256,0.00159,0.485,0.9620000000000001,121,388226,0,0,0,0,1,0,0,0,0,0,0,0,0
255,Get Lucky ,Daft Punk,0.675,0.868,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128,304229,0,0,1,0,0,0,0,0,0,0,0,0,0
256,Na Na,Trey Songz,0.597,0.685,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122,209208,0,0,0,0,0,0,0,0,0,0,0,0,1
257,Turn Up the Music,Chris Brown,0.615,0.8140000000000001,-3.903,0,0.0677,0.17,0.0,0.218,0.5770000000000001,144,214150,0,0,0,0,0,0,0,0,0,0,1,0,0
258,Last Night ,Diddy,0.5720000000000001,0.631,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134,249040,0,0,0,0,0,0,0,0,1,0,0,0,0
259,I'm an Albatraoz,AronChupa,0.703,0.892,-5.706,0,0.0412,0.00305,0.0924,0.11699999999999999,0.221,140,294943,0,0,0,0,0,0,1,0,0,0,0,0,0
260,Don't Look Down ,Martin Garrix,0.684,0.71,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93,222187,0,0,0,0,0,0,0,0,0,0,0,0,1
261,Animals ,Martin Garrix,0.723,0.809,-3.0810000000000004,0,0.0625,0.00346,0.00123,0.565,0.27399999999999997,98,176561,0,0,0,0,0,0,0,0,1,0,0,0,0
262,Headlights ,Robin Schulz,0.5479999999999999,0.723,-6.002000000000001,1,0.0375,0.0969,1.28e-05,0.337,0.499,125,179960,0,0,0,0,0,0,0,1,0,0,0,0,0
263,Walk,Kwabs,0.506,0.805,-4.119,1,0.0469,0.007109999999999999,0.00193,0.0856,0.38299999999999995,126,227074,0,0,1,0,0,0,0,0,0,0,0,0,0
264,Often ,The Weeknd,0.5720000000000001,0.7859999999999999,-4.497,1,0.0334,0.0271,0.0,0.713,0.22399999999999998,129,219535,0,0,0,0,0,0,0,0,1,0,0,0,0
265,Vision,Gemini,0.727,0.828,-3.4589999999999996,1,0.0572,0.00982,0.0,0.0591,0.39299999999999996,128,264375,0,0,0,0,0,1,0,0,0,0,0,0,0
266,Jealous,Nick Jonas,0.736,0.7609999999999999,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,120,238427,0,0,0,0,0,1,0,0,0,0,0,0,0
267,Lean On ,Major Lazer,0.544,0.87,-6.103,1,0.26,0.0015,2.8e-06,0.24600000000000002,0.502,130,210093,0,0,0,0,0,0,0,0,0,1,0,0,0
268,Sun Goes Down ,Robin Schulz,0.688,0.6940000000000001,-5.335,0,0.0451,0.00792,0.0117,0.365,0.5760000000000001,128,347280,0,0,0,0,0,0,0,0,0,0,1,0,0
269,Runaway ,Galantis,0.7190000000000001,0.861,-6.317,0,0.0462,0.0868,0.0,0.10800000000000001,0.51,120,207040,0,0,0,0,0,0,0,0,0,0,0,0,1
270,Young Again,Hardwell,0.693,0.727,-5.364,0,0.0749,0.00365,0.0,0.0576,0.746,122,194773,0,0,0,0,0,0,0,0,0,0,0,1,0
271,Soundwave ,R3HAB,0.742,0.706,-4.6,0,0.0433,0.0141,0.005679999999999999,0.133,0.478,128,230747,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Talking Body,Tove Lo,0.797,0.608,-6.096,0,0.0584,0.00112,7.659999999999999e-05,0.0748,0.402,128,279507,0,0,0,0,0,0,0,1,0,0,0,0,0
273,Memories ,David Guetta,0.43200000000000005,0.7809999999999999,-4.038,0,0.0567,0.040999999999999995,4.21e-06,0.0789,0.19699999999999998,139,250286,0,0,0,0,0,1,0,0,0,0,0,0,0
274,Follow You Down,Zedd,0.6559999999999999,0.956,-3.635,1,0.0699,0.0362,0.0384,0.138,0.54,128,217413,0,0,0,0,0,0,0,0,1,0,0,0,0
275,One More Day ,Example,0.599,0.8690000000000001,-3.697,1,0.0789,0.0525,0.00719,0.10300000000000001,0.593,108,193333,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Ghost Town,Adam Lambert,0.703,0.736,-5.709,0,0.046,0.18600000000000003,1.92e-05,0.174,0.27399999999999997,120,208330,0,0,0,0,0,1,0,0,0,0,0,0,0
277,Cheerleader ,OMI,0.78,0.68,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118,180560,0,0,0,0,0,1,0,0,0,0,0,0,0
278,Runaway,Electric Youth,0.603,0.759,-7.596,1,0.0329,0.212,0.0103,0.142,0.198,125,220613,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Faded,ZHU,0.867,0.47700000000000004,-7.183,0,0.049,0.00843,0.175,0.113,0.614,125,223480,0,0,0,0,0,0,0,0,0,0,1,0,0
280,Nightcall,Kavinsky,0.532,0.8740000000000001,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91,258413,0,0,0,0,0,0,0,0,0,0,1,0,0
281,Levels,Nick Jonas,0.43200000000000005,0.6559999999999999,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199,167693,0,0,0,0,0,0,1,0,0,0,0,0,0
282,The Heart Wants What It Wants,Selena Gomez,0.616,0.789,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83,227373,0,0,0,0,0,0,0,0,1,0,0,0,0
283,How Deep Is Your Love,Calvin Harris,0.738,0.868,-4.373,0,0.0731,0.0389,0.0017100000000000001,0.38799999999999996,0.336,122,212640,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Faith,Calvin Harris,0.623,0.9570000000000001,-2.675,1,0.0427,0.235,3.2500000000000004e-05,0.39799999999999996,0.535,128,219200,0,0,0,0,0,0,1,0,0,0,0,0,0
285,Open Wide ,Calvin Harris,0.76,0.943,-2.7030000000000003,1,0.0363,0.0698,0.0,0.525,0.6859999999999999,128,187547,0,0,1,0,0,0,0,0,0,0,0,0,0
286,Can't Feel My Face,The Weeknd,0.659,0.29100000000000004,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,120,277680,0,0,0,1,0,0,0,0,0,0,0,0,0
287,Earned It ,The Weeknd,0.56,0.7190000000000001,-6.242999999999999,0,0.109,0.0166,0.0,0.11,0.21,94,227120,0,0,0,0,0,1,0,0,0,0,0,0,0
288,Good Thing,Sage The Gemini,0.657,0.679,-5.511,1,0.0269,0.00246,0.0,0.21100000000000002,0.331,120,225307,0,0,0,1,0,0,0,0,0,0,0,0,0
289,Daylight,Maroon 5,0.61,0.9059999999999999,-2.117,1,0.0647,0.0041600000000000005,0.0,0.758,0.294,128,231573,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Talking Body,Tove Lo,0.884,0.765,-3.865,1,0.0882,0.063,7.04e-06,0.11800000000000001,0.594,100,224573,0,0,0,0,0,0,0,0,0,1,0,0,0
291,Worth It ,Fifth Harmony,0.802,0.7809999999999999,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125,169920,0,0,0,0,0,0,0,0,0,0,0,0,0
292,The Other Side,Jason Derulo,0.613,0.622,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80,231240,0,0,1,0,0,0,0,0,0,0,0,0,0
293,The Monster,Eminem,0.6920000000000001,0.9079999999999999,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124,250387,0,0,0,0,0,0,0,0,0,0,1,0,0
294,We Can't Stop,Miley Cyrus,0.675,0.792,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120,229813,0,0,1,0,0,0,0,0,0,0,0,0,0
295,Catch My Breath,Kelly Clarkson,0.7,0.7090000000000001,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122,202960,0,0,0,0,0,0,0,0,1,0,0,0,0
296,Love Somebody,Maroon 5,0.6890000000000001,0.784,-2.972,1,0.07400000000000001,0.182,0.0,0.0843,0.561,100,263173,0,0,0,1,0,0,0,0,0,0,0,0,0
297,Raise Your Glass,P!nk,0.767,0.677,-6.127999999999999,0,0.184,0.0339,5.51e-06,0.14400000000000002,0.5379999999999999,146,222587,0,0,0,0,0,0,0,0,0,0,0,0,1
298,What's My Name?,Rihanna,0.7,0.598,-7.7829999999999995,1,0.114,0.0369,0.0,0.111,0.594,160,228453,0,0,0,1,0,0,0,0,0,0,0,0,0
