,track,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top100,top10,1,2,3,4,5,6,7,8,9,10,11
449,Habits ,Tove Lo,0.466,0.8420000000000001,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75,193733,0,0,0,0,0,0,0,1,0,0,0,0,0
450,Hello,Adele,0.7040000000000001,0.628,-7.882000000000001,0,0.162,0.0626,1.49e-06,0.10300000000000001,0.654,92,199246,0,0,0,0,0,0,0,0,0,0,0,1,0
451,Magnets,Disclosure,0.715,0.715,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,135,238747,0,0,0,0,0,0,1,0,0,0,0,0,0
452,Hold Back The River,James Bay,0.5660000000000001,0.664,-5.303,0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,129,241693,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Take Me To Church,Hozier,0.523,0.847,-5.888,1,0.027999999999999997,0.00309,1.21e-05,0.146,0.475,155,340320,0,0,0,0,1,0,0,0,0,0,0,0,0
454,Sirens,Pearl Jam,0.402,0.696,-4.7989999999999995,0,0.0448,0.0476,0.0,0.628,0.22699999999999998,180,243093,0,0,0,0,0,0,0,0,0,1,0,0,0
455,I Love It ,Icona Pop,0.7929999999999999,0.524,-7.827000000000001,1,0.156,0.0319,0.0,0.156,0.579,86,174133,0,0,0,0,0,0,0,0,0,1,0,0,0
456,Started From the Bottom,Drake,0.40399999999999997,0.225,-8.829,1,0.0363,0.888,0.0,0.111,0.275,135,222042,0,0,0,0,0,1,0,0,0,0,0,0,0
457,Nothing Really Matters ,Mr. Probz,0.731,0.639,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122,158474,0,0,0,0,0,0,0,0,0,0,1,0,0
458,Reality ,Lost Frequencies,0.579,0.363,-14.185,1,0.0308,0.306,0.00692,0.111,0.0754,98,256973,0,0,0,0,0,0,0,0,1,0,0,0,0
459,Love Someone,Jason Mraz,0.5489999999999999,0.107,-16.147000000000002,1,0.0844,0.9570000000000001,0.0,0.111,0.307,75,219053,0,0,0,0,0,0,0,0,0,0,0,0,0
460,I'm Yours,Jason Mraz,0.585,0.303,-10.058,1,0.0398,0.6940000000000001,0.0,0.115,0.142,137,240166,0,0,0,0,0,1,0,0,0,0,0,0,0
461,I Won't Give Up,Jason Mraz,0.636,0.815,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123,219043,0,0,0,0,0,0,1,0,0,0,0,0,0
462,Headlights ,Robin Schulz,0.7120000000000001,0.564,-6.527,1,0.047,0.0266,0.0,0.0874,0.41100000000000003,96,207747,0,0,0,0,0,0,0,0,0,1,0,0,0
463,Look At Me Now ,Chris Brown,0.609,0.37799999999999995,-9.828,1,0.43799999999999994,0.835,0.0,0.28,0.515,100,233720,0,0,0,0,0,1,0,0,0,0,0,0,0
464,Perfect,One Direction,0.669,0.747,-7.108,1,0.0428,0.141,0.0,0.185,0.483,123,242440,0,0,0,0,0,0,0,1,0,0,0,0,0
465,Lay It All on Me ,Rudimental,0.583,0.732,-5.728,0,0.0457,0.00312,9.86e-06,0.26899999999999996,0.276,146,213428,0,0,0,0,0,0,0,0,0,0,0,0,1
466,Never Forget You,Zara Larsson,0.6940000000000001,0.7120000000000001,-3.923,0,0.046,0.133,0.0,0.21100000000000002,0.799,98,201122,0,0,0,0,0,0,0,0,1,0,0,0,0
467,Lush Life,Zara Larsson,0.531,0.752,-6.1610000000000005,1,0.0305,0.0421,0.0,0.12,0.10300000000000001,90,237800,0,0,1,0,0,0,0,0,0,0,0,0,0
468,Just A Dream ,Nelly,0.6759999999999999,0.534,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145,338413,0,0,0,1,0,0,0,0,0,0,0,0,0
469,Holy Grail,JAY-Z,0.667,0.861,-5.199,1,0.0273,0.0489,0.000379,0.188,0.73,124,255907,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Have You Ever Seen the Rain,Smokie,0.725,0.708,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130,231853,0,0,0,0,0,0,1,0,0,0,0,0,0
471,Dollhouse,Melanie Martinez,0.716,0.73,-4.126,0,0.0364,0.057999999999999996,7.32e-06,0.151,0.33899999999999997,136,204086,0,0,0,0,0,0,0,1,0,0,0,0,0
472,Pity Party,Melanie Martinez,0.6859999999999999,0.691,-4.6160000000000005,0,0.0371,0.257,0.0,0.145,0.47700000000000004,95,239080,0,0,0,0,0,0,1,0,0,0,0,0,0
473,Cry Baby,Melanie Martinez,0.713,0.802,-7.055,1,0.0561,0.0435,0.0037700000000000003,0.309,0.34299999999999997,100,226739,0,0,0,0,0,1,0,0,0,0,0,0,0
474,Can't Remember to Forget You ,Shakira,0.8109999999999999,0.499,-7.1610000000000005,0,0.11800000000000001,0.0147,2.44e-06,0.342,0.466,111,200680,0,0,0,0,0,0,1,0,0,0,0,0,0
475,Roses ,The Chainsmokers,0.6559999999999999,0.578,-8.97,0,0.0922,0.235,0.0,0.11800000000000001,0.556,95,256733,0,0,0,0,0,0,0,0,1,0,0,0,0
476,Let Me Love You,Mario,0.73,0.703,-5.672000000000001,0,0.0369,0.109,0.0,0.0657,0.595,138,192120,0,0,0,0,0,0,0,0,0,0,0,0,0
477,I'll Show You,Justin Bieber,0.687,0.7609999999999999,-4.582,0,0.0876,0.102,0.0,0.147,0.743,114,223853,0,0,0,0,0,0,0,0,0,0,1,0,0
478,Drag Me Down,One Direction,0.747,0.877,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,108,166138,0,0,0,0,0,0,0,0,0,0,1,0,0
479,Take Me To Church,Hozier,0.589,0.6509999999999999,-5.0969999999999995,1,0.0306,0.0291,3.2e-06,0.111,0.166,90,212627,0,0,0,0,0,0,0,1,0,0,0,0,0
480,I Know What You Did Last Summer,Shawn Mendes,0.789,0.706,-4.2330000000000005,0,0.0429,0.11199999999999999,1.7100000000000002e-05,0.0586,0.638,126,235493,0,0,0,0,0,0,0,0,0,0,0,0,1
481,Light It Up ,Major Lazer,0.526,0.862,-6.002999999999999,1,0.0905,0.0144,0.0597,0.22899999999999998,0.528,90,195200,0,0,0,1,0,0,0,0,0,0,0,0,0
482,Faded,Alan Walker,0.376,0.821,-3.9739999999999998,1,0.10400000000000001,0.0785,0.0,0.0823,0.331,120,199453,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Only Girl ,Rihanna,0.688,0.7020000000000001,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94,192191,0,0,0,0,0,0,0,0,1,0,0,0,0
484,Renegades,X Ambassadors,0.757,0.672,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,112,251467,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Here,Alessia Cara,0.584,0.7,-4.275,1,0.0456,0.11699999999999999,0.0,0.0939,0.43799999999999994,125,202747,0,0,0,0,0,0,0,0,0,0,0,0,1
486,My House,Flo Rida,0.505,0.68,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168,235653,0,0,0,0,0,0,0,0,1,0,0,0,0
487,PILLOWTALK,ZAYN,0.7959999999999999,0.7659999999999999,-5.974,1,0.23800000000000002,0.0742,0.0,0.0827,0.5579999999999999,110,219333,0,0,0,0,0,0,0,0,1,0,0,0,0
488,In The Night,The Weeknd,0.7020000000000001,0.705,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,155,213445,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Stitches,Shawn Mendes,0.5429999999999999,0.8759999999999999,-5.069,0,0.0512,0.0606,0.0,0.157,0.415,122,268840,0,0,0,0,0,0,0,0,0,0,0,1,0
490,Alright,Kendrick Lamar,0.6890000000000001,0.564,-6.226,1,0.136,0.187,0.0,0.0721,0.12300000000000001,185,212947,0,0,0,1,0,0,0,0,0,0,0,0,0
491,On My Mind,Ellie Goulding,0.8390000000000001,0.804,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,123,239987,0,0,1,0,0,0,0,0,0,0,0,0,0
492,Desire,Years & Years,0.674,0.862,-4.614,1,0.0253,0.0157,0.00042699999999999997,0.16899999999999998,0.5,130,191000,0,0,0,0,0,0,0,0,0,0,0,0,1
493,Fire Burning,Sean Kingston,0.7909999999999999,0.733,-5.215,0,0.052000000000000005,0.147,0.000381,0.0713,0.7609999999999999,115,192360,0,0,0,0,0,0,0,1,0,0,0,0,0
494,When Love Takes Over ,David Guetta,0.632,0.924,-1.8019999999999998,1,0.29,0.281,0.0,0.263,0.441,87,267520,0,0,1,0,0,0,0,0,0,0,0,0,0
495,Stereo Love ,Edward Maya,0.657,0.695,-4.493,1,0.0321,0.0108,0.0,0.0822,0.6829999999999999,66,212107,0,0,0,1,0,0,0,0,0,0,0,0,0
496,Circus,Britney Spears,0.758,0.7120000000000001,-3.781,1,0.11199999999999999,0.0185,0.0,0.0677,0.795,150,193387,0,0,0,0,0,0,0,0,1,0,0,0,0
497,Run This Town,JAY-Z,0.8170000000000001,0.733,-6.0089999999999995,1,0.145,0.0152,4.31e-05,0.107,0.833,127,237120,0,0,0,1,0,0,0,0,0,0,0,0,0
498,Kiss Me Thru The Phone,Soulja Boy,0.276,0.715,-5.356,1,0.0432,0.005520000000000001,0.000417,0.201,0.17300000000000001,137,230760,0,0,0,0,0,0,0,0,0,0,0,0,0
499,I Know You Want Me ,Pitbull,0.268,0.742,-4.939,1,0.0355,0.0518,0.0,0.626,0.41600000000000004,160,321093,0,0,0,0,0,0,1,0,0,0,0,0,0
500,Party In The U.S.A.,Miley Cyrus,0.8220000000000001,0.7390000000000001,-4.541,0,0.0311,0.0264,4.26e-05,0.18100000000000002,0.745,119,241933,0,0,1,0,0,0,0,0,0,0,0,0,0
501,Use Somebody,Kings of Leon,0.851,0.8059999999999999,-4.62,1,0.0787,0.11800000000000001,1.64e-06,0.121,0.787,119,237200,0,0,0,0,0,1,0,0,0,0,0,0,0
502,21 Guns,Green Day,0.816,0.94,-6.079,0,0.28,0.0798,0.444,0.431,0.596,128,217037,0,0,0,0,0,0,0,0,1,0,0,0,0
503,Just Dance,Lady Gaga,0.7340000000000001,0.637,-5.6770000000000005,0,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,170,202333,0,0,0,0,0,1,0,0,0,0,0,0,0
504,Poker Face,Lady Gaga,0.845,0.5670000000000001,-8.118,0,0.0956,0.59,0.0014199999999999998,0.0811,0.7929999999999999,125,205680,0,0,0,0,0,0,1,0,0,0,0,0,0
505,Hot,INNA,0.648,0.736,-7.9479999999999995,1,0.0385,0.0444,0.00013700000000000002,0.171,0.37799999999999995,103,239465,0,0,0,0,0,0,0,0,0,1,0,0,0
506,Stressed Out,Twenty One Pilots,0.583,0.695,-5.336,1,0.0423,0.0141,0.0,0.0527,0.22399999999999998,105,220573,0,0,0,0,0,0,0,0,0,0,1,0,0
507,What Do You Mean?,Justin Bieber,0.836,0.665,-5.779,1,0.0745,0.308,0.000925,0.0714,0.677,121,180336,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Middle,DJ Snake,0.8029999999999999,0.585,-5.861000000000001,1,0.0432,0.10300000000000001,3.94e-06,0.0644,0.593,105,214480,0,0,0,0,0,0,0,0,0,1,0,0,0
509,Show Me Love ,Sam Feldt,0.725,0.534,-6.2379999999999995,1,0.0946,0.0752,0.0,0.0919,0.5579999999999999,92,219320,0,0,0,0,0,0,0,0,0,0,0,0,1
510,Reality,Lost Frequencies,0.8909999999999999,0.6920000000000001,-4.989,1,0.0673,0.0545,0.0,0.608,0.218,100,209467,0,0,0,0,0,1,0,0,0,0,0,0,0
511,Work from Home,Fifth Harmony,0.594,0.7490000000000001,-6.251,1,0.0677,0.0018800000000000002,0.000139,0.0869,0.344,130,205746,0,0,0,0,1,0,0,0,0,0,0,0,0
512,Work,Rihanna,0.638,0.924,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,112,263787,0,0,0,0,0,0,0,0,1,0,0,0,0
513,Team,Iggy Azalea,0.747,0.705,-5.1370000000000005,0,0.126,0.0128,0.0,0.126,0.56,136,213507,0,0,0,0,0,0,0,0,0,0,1,0,0
514,Confident,Demi Lovato,0.617,0.759,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,123,218773,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Adventure of a Lifetime,Coldplay,0.774,0.753,-5.446000000000001,0,0.0517,0.152,0.0,0.0371,0.8959999999999999,119,219147,0,0,0,0,0,1,0,0,0,0,0,0,0
516,7/11,Beyoncé,0.628,0.737,-4.437,1,0.040999999999999995,0.0625,0.0,0.0777,0.5920000000000001,92,185194,0,0,0,0,0,0,0,0,1,0,0,0,0
517,Love Myself,Hailee Steinfeld,0.381,0.594,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,144,290907,0,0,0,0,1,0,0,0,0,0,0,0,0
518,Cake By The Ocean,DNCE,0.792,0.625,-5.609,1,0.0536,0.0077599999999999995,0.0018,0.32899999999999996,0.37,104,173987,0,0,1,0,0,0,0,0,0,0,0,0,0
519,Fast Car,Jonas Blue,0.644,0.57,-6.994,1,0.052000000000000005,0.484,0.0,0.299,0.527,114,212424,0,0,0,0,0,0,0,0,0,0,1,0,0
520,Gold,Kiiara,0.6,0.41200000000000003,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113,225882,0,0,0,0,0,0,0,0,0,1,0,0,0
521,Panda,Desiigner,0.685,0.731,-5.502999999999999,0,0.414,0.0292,0.0,0.369,0.266,145,247867,0,0,0,0,0,0,0,0,0,0,0,1,0
522,NO,Meghan Trainor,0.557,0.8009999999999999,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92,213507,0,0,1,0,0,0,0,0,0,0,0,0,0
523,Pop Style,Drake,0.713,0.462,-10.027000000000001,1,0.12300000000000001,0.192,2.16e-06,0.105,0.0594,133,212947,0,0,0,0,0,0,0,0,1,0,0,0,0
524,oui,Jeremih,0.418,0.7240000000000001,-3.7239999999999998,1,0.0964,0.213,0.0,0.11199999999999999,0.604,79,238320,0,0,0,0,0,0,1,0,0,0,0,0,0
525,Don't,Bryson Tiller,0.489,0.6409999999999999,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136,190173,0,0,0,0,0,0,0,0,1,0,0,0,0
526,You Should Be Here,Cole Swindell,0.768,0.82,-4.63,0,0.0475,0.179,0.0,0.7040000000000001,0.625,130,213293,0,0,0,0,0,0,0,0,1,0,0,0,0
527,Cooler Than Me ,Mike Posner,0.591,0.889,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143,239613,0,0,0,0,0,0,0,0,1,0,0,0,0
528,You Know You Like It,DJ Snake,0.79,0.647,-5.983,0,0.136,0.0515,0.0,0.248,0.654,88,211000,0,0,0,0,0,0,0,0,0,0,0,1,0
529,Heartless,Kanye West,0.33799999999999997,0.8029999999999999,-5.412000000000001,0,0.0413,0.0187,0.0,0.136,0.4,152,241853,0,0,0,0,0,0,0,0,0,1,0,0,0
530,You Found Me,The Fray,0.588,0.877,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155,326187,0,0,0,0,0,0,0,0,0,1,0,0,0
531,Knock You Down,Keri Hilson,0.7290000000000001,0.735,-5.455,1,0.0919,0.0178,0.000193,0.08900000000000001,0.544,122,255867,0,0,1,0,0,0,0,0,0,0,0,0,0
532,Latch,Disclosure,0.46799999999999997,0.19,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125,219536,0,0,0,0,0,1,0,0,0,0,0,0,0
533,Lay Me Down,Sam Smith,0.6990000000000001,0.883,-3.2260000000000004,0,0.21899999999999997,0.0288,0.0,0.8170000000000001,0.499,128,211975,0,0,0,0,0,0,1,0,0,0,0,0,0
534,Five More Hours ,Deorro,0.733,0.6759999999999999,-5.655,0,0.0432,0.0697,0.0,0.20800000000000002,0.701,97,226581,0,0,0,0,0,0,0,0,0,0,0,1,0
535,Post to Be ,Omarion,0.56,0.857,-4.145,0,0.0384,0.0594,0.0,0.381,0.43200000000000005,120,215360,0,0,0,0,0,1,0,0,0,0,0,0,0
536,King,Years & Years,0.722,0.747,-6.678999999999999,0,0.0457,0.00926,0.00031600000000000004,0.126,0.846,125,210187,0,0,0,0,0,1,0,0,0,0,0,0,0
537,Stronger,Clean Bandit,0.83,0.52,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,105,189907,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Somebody,Natalie La Rose,0.642,0.823,-5.7170000000000005,1,0.0289,0.00159,0.0,0.0776,0.431,123,227344,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Hold My Hand,Jess Glynne,0.655,0.782,-4.789,1,0.185,0.375,0.0,0.317,0.8320000000000001,79,184227,0,0,1,0,0,0,0,0,0,0,0,0,0
540,Dear Future Husband,Meghan Trainor,0.557,0.428,-11.299000000000001,1,0.13699999999999998,0.0673,0.0019,0.139,0.0996,103,378600,0,0,0,0,0,0,1,0,0,0,0,0,0
541,Mine ,Beyoncé,0.602,0.7390000000000001,-5.655,1,0.0601,0.0142,0.0,0.371,0.42200000000000004,82,215143,0,0,0,0,0,0,0,0,0,0,1,0,0
542,Golden ,Travie McCoy,0.847,0.882,-4.5360000000000005,0,0.0551,0.0416,0.00020099999999999998,0.10300000000000001,0.7929999999999999,122,185920,0,0,0,0,0,0,0,0,0,0,0,0,1
543,Can't Hold Us ,Macklemore & Ryan Lewis,0.611,0.9470000000000001,-1.538,0,0.0558,0.0282,0.0,0.303,0.564,106,228520,0,0,0,0,0,1,0,0,0,0,0,0,0
544,The Monster,Eminem,0.687,0.7829999999999999,-4.44,1,0.0386,0.162,1.3500000000000001e-05,0.114,0.44299999999999995,130,231133,0,0,0,0,0,0,0,1,0,0,0,0,0
545,Doing It ,Charli XCX,0.47700000000000004,0.7879999999999999,-5.472,1,0.08199999999999999,0.409,0.0,0.19399999999999998,0.377,138,238360,0,0,0,0,0,0,0,0,0,0,0,1,0
546,You Belong With Me,Taylor Swift,0.591,0.8859999999999999,-3.638,1,0.033,0.00302,5.01e-06,0.23399999999999999,0.599,120,209707,0,0,0,0,1,0,0,0,0,0,0,0,0
547,Invincible,Kelly Clarkson,0.619,0.748,-5.961,1,0.033,0.0656,1.86e-05,0.24100000000000002,0.299,115,206560,0,0,0,0,0,0,0,0,1,0,0,0,0
548,Body Talk,Foxes,0.639,0.659,-7.273,1,0.215,0.24100000000000002,8.33e-06,0.484,0.457,137,234413,0,0,0,0,0,0,0,0,0,1,0,0,0
549,***Flawless ,Beyoncé,0.748,0.741,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128,213053,0,0,0,0,0,0,0,1,0,0,0,0,0
550,On My Mind,Ellie Goulding,0.652,0.748,-5.242000000000001,1,0.0887,0.0849,0.0,0.604,0.652,94,267413,0,0,0,0,0,0,0,0,0,0,0,0,0
551,My Way ,Fetty Wap,0.765,0.473,-5.829,1,0.0514,0.287,0.0,0.391,0.34,120,237300,0,0,0,0,0,0,0,0,0,0,0,1,0
552,Love On Top,Beyoncé,0.654,0.623,-5.273,0,0.08199999999999999,0.253,0.0,0.14400000000000002,0.401,124,234213,0,0,0,0,0,0,0,1,0,0,0,0,0
553,Hide Away,Daya,0.667,0.613,-5.353,1,0.0344,0.40299999999999997,0.0,0.115,0.47,91,194453,0,0,1,0,0,0,0,0,0,0,0,0,0
554,Adventure of a Lifetime,Coldplay,0.852,0.5529999999999999,-7.2860000000000005,1,0.187,0.0559,0.0,0.332,0.6559999999999999,142,205879,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Jumpman,Drake,0.605,0.902,-5.406000000000001,0,0.0511,0.0185,1.01e-06,0.0534,0.875,133,202587,0,0,0,0,0,0,0,0,0,0,0,1,0
556,Come & Get It,Selena Gomez,0.6709999999999999,0.9159999999999999,-4.013999999999999,0,0.0397,0.0282,0.00762,0.24,0.8029999999999999,126,189127,0,0,0,0,0,0,0,1,0,0,0,0,0
557,Naturally ,Selena Gomez & The Scene,0.7759999999999999,0.715,-6.587000000000001,0,0.0505,0.0971,0.0131,0.247,0.502,100,231813,0,0,0,0,0,0,1,0,0,0,0,0,0
558,Working For It,ZHU,0.48,0.486,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80,227533,0,0,0,0,0,0,0,1,0,0,0,0,0
559,Russian Roulette,Rihanna,0.426,0.584,-5.292999999999999,1,0.29600000000000004,0.0383,0.0,0.188,0.272,193,193213,0,0,1,0,0,0,0,0,0,0,0,0,0
560,Knock You Down,Keri Hilson,0.327,0.588,-6.611000000000001,1,0.0336,0.0834,0.0,0.10400000000000001,0.32899999999999996,161,236067,0,0,0,0,0,1,0,0,0,0,0,0,0
561,Kiss Me Thru The Phone,Soulja Boy,0.706,0.841,-3.9560000000000004,1,0.0418,7.950000000000001e-05,0.0,0.0688,0.861,132,220227,0,0,0,0,0,0,0,0,1,0,0,0,0
562,The Climb,Miley Cyrus,0.894,0.6779999999999999,-5.611000000000001,0,0.0523,0.00569,2.43e-06,0.317,0.8440000000000001,105,216333,0,0,0,0,0,0,0,1,0,0,0,0,0
563,Hot N Cold,Katy Perry,0.524,0.878,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,131,199187,0,0,0,0,0,0,1,0,0,0,0,0,0
564,LoveGame,Lady Gaga,0.727,0.649,-5.356,1,0.0338,0.6609999999999999,0.0,0.111,0.669,130,254533,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Waking Up In Vegas,Katy Perry,0.742,0.46799999999999997,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86,242200,0,0,0,0,0,0,0,0,0,0,0,1,0
566,Mad,Ne-Yo,0.865,0.69,-7.4479999999999995,1,0.0444,0.289,0.0138,0.225,0.868,122,188867,0,0,0,0,0,0,0,0,1,0,0,0,0
567,Obsessed,Mariah Carey,0.6940000000000001,0.825,-5.986000000000001,1,0.111,0.0895,1.86e-05,0.0618,0.7879999999999999,122,208067,0,0,1,0,0,0,0,0,0,0,0,0,0
568,She Wolf,Shakira,0.7070000000000001,0.813,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,125,238627,0,0,0,0,0,0,0,0,0,0,0,0,1
569,Sweet Dreams,Beyoncé,0.546,0.7120000000000001,-3.1039999999999996,0,0.0269,0.0009689999999999999,0.0,0.406,0.489,150,206333,0,0,0,0,1,0,0,0,0,0,0,0,0
570,Disturbia,Rihanna,0.691,0.853,-2.528,0,0.0372,0.0631,7.13e-05,0.08199999999999999,0.762,146,215867,0,0,1,0,0,0,0,0,0,0,0,0,0
571,Turn My Swag On,Soulja Boy,0.415,0.9259999999999999,-1.304,0,0.374,0.253,0.0,0.256,0.542,158,357347,0,0,0,0,0,0,1,0,0,0,0,0,0
572,One Time,Justin Bieber,0.44,0.517,-7.355,1,0.363,0.428,0.0,0.17300000000000001,0.475,74,249027,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Break Up,Mario,0.485,0.619,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.41600000000000004,138,242373,0,0,0,0,0,0,1,0,0,0,0,0,0
574,Right Now ,Akon,0.68,0.687,-6.162000000000001,0,0.0709,0.0161,0.0,0.261,0.467,150,249533,0,0,0,0,0,0,0,0,0,0,1,0,0
575,Viva La Vida,Coldplay,0.73,0.809,-6.406000000000001,0,0.0876,0.20800000000000002,0.0013,0.0804,0.825,102,171093,0,0,0,0,0,0,1,0,0,0,0,0,0
576,Whatever You Like,T.I.,0.741,0.626,-4.8260000000000005,0,0.0886,0.02,0.0,0.0828,0.706,108,188493,0,0,1,0,0,0,0,0,0,0,0,0,0
577,Ginza ,J Balvin,0.6890000000000001,0.521,-5.845,1,0.132,0.11900000000000001,8.41e-05,0.10800000000000001,0.17800000000000002,95,229747,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Wild Things,Alessia Cara,0.6459999999999999,0.94,-2.8560000000000003,0,0.0838,0.0209,0.0,0.0691,0.7040000000000001,129,231787,0,0,0,0,0,0,0,0,0,0,0,1,0
579,All My Friends ,Snakehips,0.616,0.8690000000000001,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,128,234560,0,0,0,0,0,0,0,0,0,0,0,0,0
580,I Like It,Enrique Iglesias,0.534,0.87,-3.0780000000000003,0,0.0425,0.00032900000000000003,0.0,0.24100000000000002,0.462,126,215160,0,0,0,0,0,0,0,0,0,0,0,0,1
581,Club Can't Handle Me ,Flo Rida,0.467,0.757,-3.01,1,0.0517,0.0866,0.0,0.0742,0.38299999999999995,132,254653,0,0,0,1,0,0,0,0,0,0,0,0,0
582,So What,P!nk,0.792,0.5710000000000001,-7.539,0,0.094,0.301,0.0,0.1,0.556,100,139200,0,0,0,0,0,0,0,0,0,1,0,0,0
583,Sun Is Shining,Axwell /\ Ingrosso,0.664,0.602,-5.369,0,0.0412,0.0529,0.0,0.35600000000000004,0.289,134,235947,0,0,0,0,0,1,0,0,0,0,0,0,0
584,Team,Iggy Azalea,0.585,0.564,-7.063,0,0.0515,0.0671,0.0,0.135,0.13699999999999998,113,242253,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Sun Is Shining,Axwell /\ Ingrosso,0.526,0.7120000000000001,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105,241440,0,0,0,0,0,0,0,0,0,0,0,0,1
586,Midnight City,M83,0.72,0.802,-5.797000000000001,1,0.0582,0.0921,0.0,0.6940000000000001,0.723,124,229360,0,0,1,0,0,0,0,0,0,0,0,0,0
587,The Heart Wants What It Wants,Selena Gomez,0.597,0.517,-6.962999999999999,1,0.365,0.179,0.0,0.307,0.41200000000000003,92,257560,0,0,0,0,0,0,0,0,0,0,0,0,0
588,I Bet My Life,Imagine Dragons,0.7979999999999999,0.629,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130,284373,0,0,0,0,0,0,0,0,0,0,0,0,1
589,Imma Be,Black Eyed Peas,0.8009999999999999,0.728,-5.419,0,0.0989,0.21100000000000002,0.0,0.41100000000000003,0.40399999999999997,126,274547,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Meet Me Halfway,Black Eyed Peas,0.655,0.6990000000000001,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,87,187427,0,0,0,0,0,0,0,0,0,0,0,0,1
591,Missing You,Black Eyed Peas,0.672,0.52,-7.747000000000001,1,0.0353,0.8590000000000001,0.0,0.115,0.37,120,226600,0,0,0,0,0,0,0,0,0,1,0,0,0
592,History,One Direction,0.536,0.768,-5.9479999999999995,0,0.0347,0.00433,0.0,0.114,0.545,77,228133,0,0,0,0,0,0,0,0,0,0,0,1,0
593,Night Changes,One Direction,0.652,0.877,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118,200107,0,0,1,0,0,0,0,0,0,0,0,0,0
594,Steal My Girl,One Direction,0.331,0.943,-3.188,0,0.0698,0.007209999999999999,2.06e-06,0.242,0.29600000000000004,95,235893,0,0,0,0,0,1,0,0,0,0,0,0,0
595,Best Song Ever,One Direction,0.19,0.265,-9.206,1,0.0356,0.863,0.0,0.134,0.10099999999999999,79,262533,0,0,0,0,0,0,0,0,0,0,1,0,0
596,Bring Me To Life,Evanescence,0.37,0.858,-4.885,0,0.0545,0.00815,2.12e-05,0.22899999999999998,0.46399999999999997,175,214947,0,0,0,0,0,0,0,0,0,0,0,0,1
597,My Immortal,Evanescence,0.775,0.585,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,110,337560,0,0,0,0,0,0,0,0,0,0,0,1,0
598,Going Under,Evanescence,0.8320000000000001,0.659,-7.827999999999999,0,0.057,0.0839,0.00114,0.0753,0.674,100,353893,0,0,0,0,0,0,0,0,0,0,0,1,0
599,To Ü ,Jack Ü,0.485,0.9279999999999999,-3.451,0,0.445,0.134,2.9199999999999998e-05,0.217,0.348,160,237000,0,0,0,0,0,0,0,0,0,0,0,1,0
